fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.3;0.32;0.23;2.3;0.066;35.0;70.0;0.99588;3.93;0.62;13.13;5
8.2;0.2;0.43;2.5;0.076;31.0;51.0;0.99672;4.029999999999999;0.81;13.520000000000001;6
7.8;0.5;0.12;1.8;0.178;6.0;21.0;0.996;3.78;0.87;12.740000000000002;6
10.0;0.41;0.45;6.2;0.071;6.0;14.0;0.99702;3.71;0.49;15.340000000000002;7
7.8;0.39;0.42;2.0;0.086;9.0;21.0;0.99526;3.89;0.66;15.08;6
10.0;0.35;0.47;2.0;0.061;6.0;11.0;0.99585;3.73;0.52;15.600000000000001;6
8.2;0.33;0.32;2.8;0.067;4.0;12.0;0.99473;3.8;0.76;16.64;7
6.1;0.58;0.23;2.5;0.044;16.0;70.0;0.99352;3.96;0.65;16.25;6
8.3;0.6;0.25;2.2;0.118;9.0;38.0;0.99616;3.65;0.53;12.740000000000002;5
9.6;0.42;0.35;2.1;0.083;17.0;38.0;0.99622;3.73;0.66;14.43;6
6.6;0.58;0.0;2.2;0.1;50.0;63.0;0.99544;4.09;0.68;14.82;6
8.3;0.6;0.25;2.2;0.118;9.0;38.0;0.99616;3.65;0.53;12.740000000000002;5
8.5;0.18;0.51;1.75;0.071;45.0;88.0;0.99524;3.83;0.76;15.340000000000002;7
5.1;0.51;0.18;2.1;0.042;16.0;101.0;0.9924;3.96;0.87;16.77;7
6.7;0.41;0.43;2.8;0.076;22.0;54.0;0.99572;3.92;1.16;13.78;6
10.2;0.41;0.43;2.2;0.11;11.0;37.0;0.99728;3.66;0.67;14.040000000000001;5
10.6;0.36;0.57;2.3;0.087;6.0;20.0;0.99676;3.64;0.72;14.43;7
8.8;0.45;0.43;1.4;0.076;12.0;21.0;0.99551;3.71;0.75;13.26;6
8.5;0.32;0.42;2.3;0.075;12.0;19.0;0.99434;3.64;0.71;15.340000000000002;7
9.0;0.785;0.24;1.7;0.078;10.0;21.0;0.99692;3.79;0.67;13.0;5
9.0;0.785;0.24;1.7;0.078;10.0;21.0;0.99692;3.79;0.67;13.0;5
8.5;0.44;0.5;1.9;0.369;15.0;38.0;0.99634;3.51;1.1;12.22;5
9.9;0.54;0.26;2.0;0.111;7.0;60.0;0.99709;3.44;0.98;13.26;5
8.2;0.33;0.39;2.5;0.074;29.0;48.0;0.99528;3.82;0.88;16.12;7
6.5;0.34;0.27;2.8;0.067;8.0;44.0;0.99384;3.71;0.56;15.600000000000001;6
7.6;0.5;0.29;2.3;0.086;5.0;14.0;0.99502;3.82;0.62;14.950000000000001;6
9.2;0.36;0.34;1.6;0.062;5.0;12.0;0.99667;3.7;0.67;13.65;6
7.1;0.59;0.0;2.2;0.078;26.0;44.0;0.99522;3.92;0.68;14.040000000000001;6
9.7;0.42;0.46;2.1;0.074;5.0;16.0;0.99649;3.77;0.74;15.990000000000002;6
7.6;0.36;0.31;1.7;0.079;26.0;65.0;0.99716;3.96;0.62;12.35;6
7.6;0.36;0.31;1.7;0.079;26.0;65.0;0.99716;3.96;0.62;12.35;6
6.5;0.61;0.0;2.2;0.095;48.0;59.0;0.99541;4.109999999999999;0.7;14.950000000000001;6
6.5;0.88;0.03;5.6;0.079;23.0;47.0;0.99572;4.08;0.5;14.559999999999999;4
7.1;0.66;0.0;2.4;0.052;6.0;11.0;0.99318;3.85;0.66;16.509999999999998;7
5.6;0.915;0.0;2.1;0.041;17.0;78.0;0.99346;4.18;0.73;14.82;5
8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.99599;3.77;0.81;14.3;6
8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.99599;3.77;0.81;14.3;6
9.8;0.39;0.43;1.65;0.068;5.0;11.0;0.99478;3.69;0.46;14.82;5
10.2;0.4;0.4;2.5;0.068;41.0;54.0;0.99754;3.88;0.86;13.65;6
6.8;0.66;0.07;1.6;0.07;16.0;61.0;0.99572;3.79;0.6;12.090000000000002;5
6.7;0.64;0.23;2.1;0.08;11.0;119.0;0.99538;3.86;0.7;14.170000000000002;5
7.0;0.43;0.3;2.0;0.085;6.0;39.0;0.99346;3.83;0.46;15.47;6
6.6;0.8;0.03;7.8;0.079;6.0;12.0;0.9963;4.02;0.5;15.86;5
7.0;0.43;0.3;2.0;0.085;6.0;39.0;0.99346;3.83;0.46;15.47;6
6.7;0.64;0.23;2.1;0.08;11.0;119.0;0.99538;3.86;0.7;14.170000000000002;5
8.8;0.955;0.05;1.8;0.075;5.0;19.0;0.99616;3.8;0.44;12.48;4
9.1;0.4;0.57;4.6;0.08;6.0;20.0;0.99652;3.78;0.57;16.25;6
6.5;0.885;0.0;2.3;0.166;6.0;12.0;0.99551;4.0600000000000005;0.51;14.040000000000001;5
7.2;0.25;0.37;2.5;0.063;11.0;41.0;0.99439;4.02;0.8;16.12;7
6.4;0.885;0.0;2.3;0.166;6.0;12.0;0.99551;4.0600000000000005;0.51;14.040000000000001;5
7.0;0.745;0.12;1.8;0.114;15.0;64.0;0.99588;3.72;0.59;12.35;6
6.2;0.43;0.22;1.8;0.078;21.0;56.0;0.99633;4.02;0.6;12.35;6
7.9;0.58;0.23;2.3;0.076;23.0;94.0;0.99686;3.71;0.58;12.35;6
7.7;0.57;0.21;1.5;0.069;4.0;9.0;0.99458;3.66;0.54;12.740000000000002;6
7.7;0.26;0.26;2.0;0.052;19.0;77.0;0.9951;3.65;0.79;14.170000000000002;6
7.9;0.58;0.23;2.3;0.076;23.0;94.0;0.99686;3.71;0.58;12.35;6
7.7;0.57;0.21;1.5;0.069;4.0;9.0;0.99458;3.66;0.54;12.740000000000002;6
7.9;0.34;0.36;1.9;0.065;5.0;10.0;0.99419;3.77;0.54;14.559999999999999;7
8.6;0.42;0.39;1.8;0.068;6.0;12.0;0.99516;3.85;0.69;15.209999999999999;8
9.9;0.74;0.19;5.8;0.111;33.0;76.0;0.99878;3.64;0.55;12.22;5
7.2;0.36;0.46;2.1;0.074;24.0;44.0;0.99534;3.9;0.85;14.3;7
7.2;0.36;0.46;2.1;0.074;24.0;44.0;0.99534;3.9;0.85;14.3;7
7.2;0.36;0.46;2.1;0.074;24.0;44.0;0.99534;3.9;0.85;14.3;7
9.9;0.72;0.55;1.7;0.136;24.0;52.0;0.99752;3.85;0.94;13.0;5
7.2;0.36;0.46;2.1;0.074;24.0;44.0;0.99534;3.9;0.85;14.3;7
6.2;0.39;0.43;2.0;0.071;14.0;24.0;0.99428;3.95;0.87;14.559999999999999;7
6.8;0.65;0.02;2.1;0.078;8.0;15.0;0.99498;3.85;0.62;13.520000000000001;6
6.6;0.44;0.15;2.1;0.076;22.0;53.0;0.9957;3.82;0.62;12.090000000000002;5
6.8;0.65;0.02;2.1;0.078;8.0;15.0;0.99498;3.85;0.62;13.520000000000001;6
9.6;0.38;0.42;1.9;0.071;5.0;13.0;0.99659;3.65;0.75;13.65;6
10.2;0.33;0.46;1.9;0.081;6.0;9.0;0.99628;3.6;0.48;13.520000000000001;6
8.8;0.27;0.46;2.1;0.095;20.0;29.0;0.99488;3.76;0.56;14.690000000000001;6
7.9;0.57;0.31;2.0;0.079;10.0;79.0;0.99677;3.79;0.69;12.35;6
8.2;0.34;0.37;1.9;0.057;43.0;74.0;0.99408;3.73;0.81;15.600000000000001;6
8.2;0.4;0.31;1.9;0.082;8.0;24.0;0.996;3.74;0.69;13.78;6
9.0;0.39;0.4;1.3;0.044;25.0;50.0;0.99478;3.7;0.83;14.170000000000002;6
10.9;0.32;0.52;1.8;0.132;17.0;44.0;0.99734;3.78;0.77;14.950000000000001;6
10.9;0.32;0.52;1.8;0.132;17.0;44.0;0.99734;3.78;0.77;14.950000000000001;6
8.1;0.53;0.22;2.2;0.078;33.0;89.0;0.99678;3.76;0.46;12.48;6
10.5;0.36;0.47;2.2;0.074;9.0;23.0;0.99638;3.73;0.76;15.600000000000001;6
12.6;0.39;0.49;2.5;0.08;8.0;20.0;0.9992;3.57;0.82;13.39;6
9.2;0.46;0.23;2.6;0.091;18.0;77.0;0.99922;3.65;0.51;12.22;5
7.5;0.58;0.03;4.1;0.08;27.0;46.0;0.99592;3.52;0.47;11.959999999999999;5
9.0;0.58;0.25;2.0;0.104;8.0;21.0;0.99769;3.77;0.72;12.48;5
5.1;0.42;0.0;1.8;0.044;18.0;88.0;0.99157;4.18;0.73;17.68;7
7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.9;0.64;12.35;5
7.7;0.18;0.34;2.7;0.066;15.0;58.0;0.9947;3.87;0.78;15.340000000000002;6
7.8;0.815;0.01;2.6;0.074;48.0;90.0;0.99621;3.88;0.62;14.040000000000001;5
7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.9;0.64;12.35;5
10.2;0.23;0.37;2.2;0.057;14.0;36.0;0.99614;3.73;0.49;12.090000000000002;4
7.1;0.75;0.01;2.2;0.059;11.0;18.0;0.99242;3.89;0.4;16.64;6
6.0;0.33;0.32;12.9;0.054;6.0;113.0;0.99572;3.8;0.56;14.950000000000001;4
7.8;0.55;0.0;1.7;0.07;7.0;17.0;0.99659;3.76;0.64;12.22;6
7.1;0.75;0.01;2.2;0.059;11.0;18.0;0.99242;3.89;0.4;16.64;6
8.1;0.73;0.0;2.5;0.081;12.0;24.0;0.99798;3.88;0.46;12.48;4
6.5;0.67;0.0;4.3;0.057;11.0;20.0;0.99488;3.95;0.56;15.340000000000002;4
7.5;0.61;0.2;1.7;0.076;36.0;60.0;0.99494;3.6;0.4;12.090000000000002;5
9.8;0.37;0.39;2.5;0.079;28.0;65.0;0.99729;3.66;0.59;12.740000000000002;5
9.0;0.4;0.41;2.0;0.058;15.0;40.0;0.99414;3.72;0.6;15.86;6
8.3;0.56;0.22;2.4;0.082;10.0;86.0;0.9983;3.87;0.62;12.35;5
5.9;0.29;0.25;13.4;0.067;72.0;160.0;0.99721;3.83;0.54;13.39;6
7.4;0.55;0.19;1.8;0.082;15.0;34.0;0.99655;3.99;0.68;13.65;5
7.4;0.74;0.07;1.7;0.086;15.0;48.0;0.99502;3.62;0.48;13.0;5
7.4;0.55;0.19;1.8;0.082;15.0;34.0;0.99655;3.99;0.68;13.65;5
6.9;0.41;0.33;2.2;0.081;22.0;36.0;0.9949;3.91;0.75;14.43;6
7.1;0.6;0.01;2.3;0.079;24.0;37.0;0.99514;3.9;0.61;14.170000000000002;6
7.1;0.6;0.01;2.3;0.079;24.0;37.0;0.99514;3.9;0.61;14.170000000000002;6
7.5;0.58;0.14;2.2;0.077;27.0;60.0;0.9963;3.78;0.59;12.740000000000002;5
7.1;0.72;0.0;1.8;0.123;6.0;14.0;0.99627;3.95;0.58;12.740000000000002;5
7.9;0.66;0.0;1.4;0.096;6.0;13.0;0.99569;3.93;0.58;12.35;5
7.8;0.7;0.06;1.9;0.079;20.0;35.0;0.99628;3.9;0.69;14.170000000000002;5
6.1;0.64;0.02;2.4;0.069;26.0;46.0;0.99358;3.97;0.45;14.3;5
7.5;0.59;0.22;1.8;0.082;43.0;60.0;0.99499;3.6;0.42;11.959999999999999;5
7.0;0.58;0.28;4.8;0.085;12.0;69.0;0.99633;3.82;0.7;14.3;6
6.8;0.64;0.0;2.7;0.123;15.0;33.0;0.99538;3.94;0.63;14.690000000000001;6
6.8;0.64;0.0;2.7;0.123;15.0;33.0;0.99538;3.94;0.63;14.690000000000001;6
8.6;0.635;0.68;1.8;0.403;19.0;56.0;0.99632;3.52;1.15;12.090000000000002;5
6.3;1.02;0.0;2.0;0.083;17.0;24.0;0.99437;4.09;0.55;14.559999999999999;4
9.8;0.45;0.38;2.5;0.081;34.0;66.0;0.99726;3.65;0.58;12.740000000000002;5
8.2;0.78;0.0;2.2;0.089;13.0;26.0;0.9978;3.87;0.46;12.48;4
8.5;0.37;0.32;1.8;0.066;26.0;51.0;0.99456;3.88;0.72;15.340000000000002;6
7.2;0.57;0.05;2.3;0.081;16.0;36.0;0.99564;3.88;0.6;13.39;6
7.2;0.57;0.05;2.3;0.081;16.0;36.0;0.99564;3.88;0.6;13.39;6
10.4;0.43;0.5;2.3;0.068;13.0;19.0;0.996;3.6;0.87;14.82;6
6.9;0.41;0.31;2.0;0.079;21.0;51.0;0.99668;3.97;0.55;12.35;6
5.5;0.49;0.03;1.8;0.044;28.0;87.0;0.9908;4.0;0.82;18.2;8
5.0;0.38;0.01;1.6;0.048;26.0;60.0;0.99084;4.2;0.75;18.2;6
7.3;0.44;0.2;1.6;0.049;24.0;64.0;0.9935;3.88;0.57;15.209999999999999;6
5.9;0.46;0.0;1.9;0.077;25.0;44.0;0.99385;4.0;0.53;14.559999999999999;5
7.5;0.58;0.2;2.0;0.073;34.0;44.0;0.99494;3.6;0.43;12.090000000000002;5
7.8;0.58;0.13;2.1;0.102;17.0;36.0;0.9944;3.74;0.53;14.559999999999999;6
8.0;0.715;0.22;2.3;0.075;13.0;81.0;0.99688;3.74;0.54;12.35;6
8.5;0.4;0.4;6.3;0.05;3.0;10.0;0.99566;3.78;0.56;15.600000000000001;4
7.0;0.69;0.0;1.9;0.114;3.0;10.0;0.99636;3.85;0.6;12.61;6
8.0;0.715;0.22;2.3;0.075;13.0;81.0;0.99688;3.74;0.54;12.35;6
9.8;0.3;0.39;1.7;0.062;3.0;9.0;0.9948;3.64;0.57;14.950000000000001;7
7.1;0.46;0.2;1.9;0.077;28.0;54.0;0.9956;3.87;0.64;13.520000000000001;6
7.1;0.46;0.2;1.9;0.077;28.0;54.0;0.9956;3.87;0.64;13.520000000000001;6
7.9;0.765;0.0;2.0;0.084;9.0;22.0;0.99619;3.83;0.68;14.170000000000002;6
8.7;0.63;0.28;2.7;0.096;17.0;69.0;0.99734;3.76;0.63;13.26;6
7.0;0.42;0.19;2.3;0.071;18.0;36.0;0.99476;3.89;0.56;14.170000000000002;5
11.3;0.37;0.5;1.8;0.09;20.0;47.0;0.99734;3.65;0.57;13.65;5
7.1;0.16;0.44;2.5;0.068;17.0;31.0;0.99328;3.85;0.54;16.12;6
8.0;0.6;0.08;2.6;0.056;3.0;7.0;0.99286;3.72;0.37;16.900000000000002;5
7.0;0.6;0.3;4.5;0.068;20.0;110.0;0.99914;3.8;1.17;13.26;5
7.0;0.6;0.3;4.5;0.068;20.0;110.0;0.99914;3.8;1.17;13.26;5
7.6;0.74;0.0;1.9;0.1;6.0;12.0;0.99521;3.86;0.59;14.3;5
8.2;0.635;0.1;2.1;0.073;25.0;60.0;0.99638;3.79;0.75;14.170000000000002;6
5.9;0.395;0.13;2.4;0.056;14.0;28.0;0.99362;4.12;0.67;16.12;6
7.5;0.755;0.0;1.9;0.084;6.0;12.0;0.99672;3.84;0.49;12.61;4
8.2;0.635;0.1;2.1;0.073;25.0;60.0;0.99638;3.79;0.75;14.170000000000002;6
6.6;0.63;0.0;4.3;0.093;51.0;77.5;0.99558;3.7;0.45;12.35;5
6.6;0.63;0.0;4.3;0.093;51.0;77.5;0.99558;3.7;0.45;12.35;5
7.2;0.53;0.14;2.1;0.064;15.0;29.0;0.99323;3.85;0.61;15.73;6
5.7;0.6;0.0;1.4;0.063;11.0;18.0;0.99191;3.95;0.56;15.86;6
7.6;1.58;0.0;2.1;0.137;5.0;9.0;0.99476;4.0;0.4;14.170000000000002;3
5.2;0.645;0.0;2.15;0.08;15.0;28.0;0.99444;4.279999999999999;0.61;16.25;6
6.7;0.86;0.07;2.0;0.1;20.0;57.0;0.99598;4.1;0.74;15.209999999999999;6
9.1;0.37;0.32;2.1;0.064;4.0;15.0;0.99576;3.8;0.8;14.559999999999999;6
8.0;0.28;0.44;1.8;0.081;28.0;68.0;0.99501;3.86;0.66;14.559999999999999;5
7.6;0.79;0.21;2.3;0.087;21.0;68.0;0.9955;3.62;0.44;11.959999999999999;5
7.5;0.61;0.26;1.9;0.073;24.0;88.0;0.99612;3.8;0.53;12.740000000000002;5
9.7;0.69;0.32;2.5;0.088;22.0;91.0;0.9979;3.79;0.62;13.13;5
6.8;0.68;0.09;3.9;0.068;15.0;29.0;0.99524;3.91;0.52;14.43;4
9.7;0.69;0.32;2.5;0.088;22.0;91.0;0.9979;3.79;0.62;13.13;5
7.0;0.62;0.1;1.4;0.071;27.0;63.0;0.996;3.78;0.61;11.959999999999999;5
7.5;0.61;0.26;1.9;0.073;24.0;88.0;0.99612;3.8;0.53;12.740000000000002;5
6.5;0.51;0.15;3.0;0.064;12.0;27.0;0.9929;3.83;0.59;16.64;6
8.0;1.18;0.21;1.9;0.083;14.0;41.0;0.99532;3.84;0.47;13.65;5
7.0;0.36;0.21;2.3;0.086;20.0;65.0;0.99558;3.9;0.54;13.13;6
7.0;0.36;0.21;2.4;0.086;24.0;69.0;0.99556;3.9;0.53;13.13;6
7.5;0.63;0.27;2.0;0.083;17.0;91.0;0.99616;3.76;0.58;12.740000000000002;6
5.4;0.74;0.0;1.2;0.041;16.0;46.0;0.99258;4.51;0.59;16.25;6
9.9;0.44;0.46;2.2;0.091;10.0;41.0;0.99638;3.68;0.69;15.47;6
7.5;0.63;0.27;2.0;0.083;17.0;91.0;0.99616;3.76;0.58;12.740000000000002;6
9.1;0.76;0.68;1.7;0.414;18.0;64.0;0.99652;3.4;1.33;11.83;6
9.7;0.66;0.34;2.6;0.094;12.0;88.0;0.99796;3.76;0.66;13.13;5
5.0;0.74;0.0;1.2;0.041;16.0;46.0;0.99258;4.51;0.59;16.25;6
9.1;0.34;0.42;1.8;0.058;9.0;18.0;0.99392;3.68;0.55;14.82;5
9.1;0.36;0.39;1.8;0.06;21.0;55.0;0.99495;3.68;0.82;14.3;7
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.89;0.6;13.78;6
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.89;0.6;13.78;6
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.89;0.6;13.78;6
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.89;0.6;13.78;6
6.5;0.52;0.11;1.8;0.073;13.0;38.0;0.9955;3.84;0.52;12.090000000000002;5
7.4;0.6;0.26;2.1;0.083;17.0;91.0;0.99616;3.79;0.56;12.740000000000002;6
7.4;0.6;0.26;2.1;0.083;17.0;91.0;0.99616;3.79;0.56;12.740000000000002;6
7.8;0.87;0.26;3.8;0.107;31.0;67.0;0.99668;3.76;0.46;11.959999999999999;5
8.4;0.39;0.1;1.7;0.075;6.0;25.0;0.99581;3.59;0.43;12.61;6
9.1;0.775;0.22;2.2;0.079;12.0;48.0;0.9976;3.68;0.51;12.48;5
7.2;0.835;0.0;2.0;0.166;4.0;11.0;0.99608;3.89;0.52;13.0;5
6.6;0.58;0.02;2.4;0.069;19.0;40.0;0.99387;3.88;0.66;16.38;6
6.0;0.5;0.0;1.4;0.057;15.0;26.0;0.99448;3.86;0.45;12.35;5
6.0;0.5;0.0;1.4;0.057;15.0;26.0;0.99448;3.86;0.45;12.35;5
6.0;0.5;0.0;1.4;0.057;15.0;26.0;0.99448;3.86;0.45;12.35;5
7.5;0.51;0.02;1.7;0.084;13.0;31.0;0.99538;3.86;0.54;13.65;6
7.5;0.51;0.02;1.7;0.084;13.0;31.0;0.99538;3.86;0.54;13.65;6
7.5;0.51;0.02;1.7;0.084;13.0;31.0;0.99538;3.86;0.54;13.65;6
7.6;0.54;0.02;1.7;0.085;17.0;31.0;0.99589;3.87;0.51;13.520000000000001;6
7.5;0.51;0.02;1.7;0.084;13.0;31.0;0.99538;3.86;0.54;13.65;6
11.5;0.42;0.48;2.6;0.077;8.0;20.0;0.99852;3.59;0.53;14.3;5
8.2;0.44;0.24;2.3;0.063;10.0;28.0;0.99613;3.75;0.53;13.26;6
6.1;0.59;0.01;2.1;0.056;5.0;13.0;0.99472;4.02;0.56;14.82;5
7.2;0.655;0.03;1.8;0.078;7.0;12.0;0.99587;3.84;0.39;12.35;5
7.2;0.655;0.03;1.8;0.078;7.0;12.0;0.99587;3.84;0.39;12.35;5
6.9;0.57;0.0;2.8;0.081;21.0;41.0;0.99518;3.91;0.52;14.040000000000001;5
9.0;0.6;0.29;2.0;0.069;32.0;73.0;0.99654;3.84;0.57;13.0;5
7.2;0.62;0.01;2.3;0.065;8.0;46.0;0.99332;3.82;0.51;15.340000000000002;6
7.6;0.645;0.03;1.9;0.086;14.0;57.0;0.9969;3.87;0.46;13.39;5
7.6;0.645;0.03;1.9;0.086;14.0;57.0;0.9969;3.87;0.46;13.39;5
7.2;0.58;0.03;2.3;0.077;7.0;28.0;0.99568;3.85;0.52;13.0;5
6.1;0.32;0.25;1.8;0.086;5.0;32.0;0.99464;3.86;0.44;13.13;5
6.1;0.34;0.25;1.8;0.084;4.0;28.0;0.99464;3.86;0.44;13.13;5
7.3;0.43;0.24;2.5;0.078;27.0;67.0;0.99648;4.1;0.59;14.43;6
7.4;0.64;0.17;5.4;0.168;52.0;98.0;0.99736;3.78;0.5;12.35;5
11.6;0.475;0.4;1.4;0.091;6.0;28.0;0.99704;3.57;0.65;13.04333333333329;6
9.2;0.54;0.31;2.3;0.112;11.0;38.0;0.99699;3.74;0.56;14.170000000000002;5
8.3;0.85;0.14;2.5;0.093;13.0;54.0;0.99724;3.86;0.54;13.13;5
11.6;0.475;0.4;1.4;0.091;6.0;28.0;0.99704;3.57;0.65;13.04333333333329;6
8.0;0.83;0.27;2.0;0.08;11.0;63.0;0.99652;3.79;0.48;12.740000000000002;4
7.2;0.605;0.02;1.9;0.096;10.0;31.0;0.995;3.96;0.53;15.340000000000002;6
7.8;0.5;0.09;2.2;0.115;10.0;42.0;0.9971;3.68;0.62;12.35;5
7.3;0.74;0.08;1.7;0.094;10.0;45.0;0.99576;3.74;0.5;12.740000000000002;5
6.9;0.54;0.3;2.2;0.088;9.0;105.0;0.99725;3.75;1.18;13.65;6
8.0;0.77;0.32;2.1;0.079;16.0;74.0;0.99656;3.77;0.5;12.740000000000002;6
6.6;0.61;0.0;1.6;0.069;4.0;8.0;0.99396;3.83;0.37;13.520000000000001;4
8.7;0.78;0.51;1.7;0.415;12.0;66.0;0.99623;3.5;1.17;11.959999999999999;5
7.5;0.58;0.56;3.1;0.153;5.0;14.0;0.99476;3.71;1.03;15.08;6
8.7;0.78;0.51;1.7;0.415;12.0;66.0;0.99623;3.5;1.17;11.959999999999999;5
7.7;0.75;0.27;3.8;0.11;34.0;89.0;0.99664;3.74;0.45;12.090000000000002;5
6.8;0.815;0.0;1.2;0.267;16.0;29.0;0.99471;3.82;0.51;12.740000000000002;3
7.2;0.56;0.26;2.0;0.083;13.0;100.0;0.99586;3.76;0.52;12.870000000000001;5
8.2;0.885;0.2;1.4;0.086;7.0;31.0;0.9946;3.61;0.46;13.0;5
5.2;0.49;0.26;2.3;0.09;23.0;74.0;0.9953;4.21;0.62;15.86;6
7.2;0.45;0.15;2.0;0.078;10.0;28.0;0.99609;3.79;0.51;12.870000000000001;6
7.5;0.57;0.02;2.6;0.077;11.0;35.0;0.99557;3.86;0.62;14.040000000000001;6
7.5;0.57;0.02;2.6;0.077;11.0;35.0;0.99557;3.86;0.62;14.040000000000001;6
6.8;0.83;0.09;1.8;0.074;4.0;25.0;0.99534;3.88;0.45;12.48;5
8.0;0.6;0.22;2.1;0.08;25.0;105.0;0.99613;3.8;0.49;12.870000000000001;5
8.0;0.6;0.22;2.1;0.08;25.0;105.0;0.99613;3.8;0.49;12.870000000000001;5
7.1;0.755;0.15;1.8;0.107;20.0;84.0;0.99593;3.69;0.5;12.35;5
8.0;0.81;0.25;3.4;0.076;34.0;85.0;0.99668;3.69;0.42;11.959999999999999;5
7.4;0.64;0.07;1.8;0.1;8.0;23.0;0.9961;3.8;0.58;12.48;5
7.4;0.64;0.07;1.8;0.1;8.0;23.0;0.9961;3.8;0.58;12.48;5
6.6;0.64;0.31;6.1;0.083;7.0;49.0;0.99718;3.85;0.68;13.39;5
6.7;0.48;0.02;2.2;0.08;36.0;111.0;0.99524;3.6;0.53;12.61;5
6.0;0.49;0.0;2.3;0.068;15.0;33.0;0.99292;4.08;0.59;16.25;6
8.0;0.64;0.22;2.4;0.094;5.0;33.0;0.99612;3.87;0.58;14.3;5
7.1;0.62;0.06;1.3;0.07;5.0;12.0;0.9942;3.67;0.48;12.740000000000002;5
8.0;0.52;0.25;2.0;0.078;19.0;59.0;0.99612;3.8;0.48;13.26;5
6.4;0.57;0.14;3.9;0.07;27.0;73.0;0.99669;3.82;0.48;11.959999999999999;5
8.6;0.685;0.1;1.6;0.092;3.0;12.0;0.99745;3.81;0.65;12.415000000000001;6
8.7;0.675;0.1;1.6;0.09;4.0;11.0;0.99745;3.81;0.65;12.415000000000001;5
7.3;0.59;0.26;2.0;0.08;17.0;104.0;0.99584;3.78;0.52;12.870000000000001;5
7.0;0.6;0.12;2.2;0.083;13.0;28.0;0.9966;4.02;0.62;13.26;7
7.2;0.67;0.0;2.2;0.068;10.0;24.0;0.9956;3.92;0.72;14.43;6
7.9;0.69;0.21;2.1;0.08;33.0;141.0;0.9962;3.75;0.51;12.870000000000001;5
7.9;0.69;0.21;2.1;0.08;33.0;141.0;0.9962;3.75;0.51;12.870000000000001;5
7.6;0.3;0.42;2.0;0.052;6.0;24.0;0.9963;3.94;0.82;15.47;6
7.2;0.33;0.33;1.7;0.061;3.0;13.0;0.996;3.73;1.1;13.0;8
8.0;0.5;0.39;2.6;0.082;12.0;46.0;0.9985;3.93;0.62;13.91;6
7.7;0.28;0.3;2.0;0.062;18.0;34.0;0.9952;3.78;0.9;14.690000000000001;7
8.2;0.24;0.34;5.1;0.062;8.0;22.0;0.9974;3.72;0.94;14.170000000000002;6
6.0;0.51;0.0;2.1;0.064;40.0;54.0;0.995;4.04;0.93;13.91;6
8.1;0.29;0.36;2.2;0.048;35.0;53.0;0.995;3.77;1.01;16.12;7
6.0;0.51;0.0;2.1;0.064;40.0;54.0;0.995;4.04;0.93;13.91;6
6.6;0.96;0.0;1.8;0.082;5.0;16.0;0.9936;4.0;0.44;15.47;6
6.4;0.47;0.4;2.4;0.071;8.0;19.0;0.9963;4.0600000000000005;0.73;13.78;6
8.2;0.24;0.34;5.1;0.062;8.0;22.0;0.9974;3.72;0.94;14.170000000000002;6
9.9;0.57;0.25;2.0;0.104;12.0;89.0;0.9963;3.54;0.9;13.13;5
10.0;0.32;0.59;2.2;0.077;3.0;15.0;0.9994;3.7;0.78;12.48;5
6.2;0.58;0.0;1.6;0.065;8.0;18.0;0.9966;4.0600000000000005;0.84;12.22;5
10.0;0.32;0.59;2.2;0.077;3.0;15.0;0.9994;3.7;0.78;12.48;5
7.3;0.34;0.33;2.5;0.064;21.0;37.0;0.9952;3.85;0.77;15.73;7
7.8;0.53;0.01;1.6;0.077;3.0;19.0;0.995;3.66;0.46;12.740000000000002;5
7.7;0.64;0.21;2.2;0.077;32.0;133.0;0.9956;3.77;0.45;12.870000000000001;5
7.8;0.53;0.01;1.6;0.077;3.0;19.0;0.995;3.66;0.46;12.740000000000002;5
7.5;0.4;0.18;1.6;0.079;24.0;58.0;0.9965;3.84;0.58;12.22;5
7.0;0.54;0.0;2.1;0.079;39.0;55.0;0.9956;3.89;0.84;14.82;6
6.4;0.53;0.09;3.9;0.123;14.0;31.0;0.9968;4.0;0.67;14.3;4
8.3;0.26;0.37;1.4;0.076;8.0;23.0;0.9974;3.76;0.7;12.48;6
8.3;0.26;0.37;1.4;0.076;8.0;23.0;0.9974;3.76;0.7;12.48;6
7.7;0.23;0.37;1.8;0.046;23.0;60.0;0.9971;3.91;0.71;15.73;6
7.6;0.41;0.33;2.5;0.078;6.0;23.0;0.9957;3.8;0.58;14.559999999999999;5
7.8;0.64;0.0;1.9;0.072;27.0;55.0;0.9962;3.81;0.63;14.3;5
